game,map,category,sub_category,platform,time_primary,main_video,other_links,game_type,date,player_count,player_1,player_2,player_3,player_4,run_url,status
Call of Duty: World at War Zombies,,Shi No Numa,5ly09jn4=z19x5wk1; 9l74r9l1=81060d51,PC,22m 56.630s,https://www.youtube.com/watch?v=4NCnZHIuMW0&ab_channel=St0rmSpeedruns,,co-op,2022-04-18,3,wobeT,St0rm,greenStone83,,http://www.speedrun.com/wawzombies/run/y2pqn99z,verified
Call of Duty: World at War Zombies,,Shi No Numa,5ly09jn4=z19x5wk1; 9l74r9l1=zqom2j21,PC,4m 10.860s,https://www.youtube.com/watch?v=CASVWtKKBqE&ab_channel=St0rmSpeedruns,,co-op,2022-04-18,3,wobeT,St0rm,greenStone83,,http://www.speedrun.com/wawzombies/run/y2pqwl6z,verified
Call of Duty: World at War Zombies,,Verrückt,5ly09jn4=z19x5wk1; jlzjgxn2=4qy75w7q,PC,26m 0.210s,https://www.youtube.com/watch?v=AAswC9BKzm4&ab_channel=St0rmSpeedruns,,co-op,2022-04-18,3,wobeT,St0rm,greenStone83,,http://www.speedrun.com/wawzombies/run/z521g9gz,verified
Call of Duty: World at War Zombies,,Verrückt,5ly09jn4=z19x5wk1; jlzjgxn2=81wer751,PC,4m 27.760s,https://www.youtube.com/watch?v=AAswC9BKzm4&ab_channel=St0rmSpeedruns,,co-op,2022-04-18,3,wobeT,St0rm,greenStone83,,http://www.speedrun.com/wawzombies/run/m76por0y,verified
Call of Duty: World at War Zombies,,Nacht Der Untoten,5ly09jn4=z19x5wk1; e8mz6mn6=81pe4gkl,PC,26m 12.000s,https://www.youtube.com/watch?v=jn92_5EV4Zg&ab_channel=St0rmSpeedruns,,co-op,2022-04-18,3,wobeT,St0rm,greenStone83,,http://www.speedrun.com/wawzombies/run/mr78xg2z,verified
Call of Duty: World at War Zombies,,Nacht Der Untoten,5ly09jn4=z19x5wk1; e8mz6mn6=5lm8w24q,PC,4m 18.520s,https://www.youtube.com/watch?v=jn92_5EV4Zg&ab_channel=St0rmSpeedruns,,co-op,2022-04-18,3,wobeT,St0rm,greenStone83,,http://www.speedrun.com/wawzombies/run/z1p1negz,verified
Call of Duty: World at War Zombies,,Shi No Numa,5ly09jn4=z19x5wk1; 9l74r9l1=jq6vye71,PC,1h 14m 38.800s,https://www.twitch.tv/videos/792224094,,co-op,2021-03-09,3,St0rm,greenStone83,wobeT,,http://www.speedrun.com/wawzombies/run/z50891dy,verified
Call of Duty: World at War Zombies,,Nacht Der Untoten,5ly09jn4=p129o8kl; e8mz6mn6=xqko9xy1,PC,2h 14m 22.200s,https://www.twitch.tv/videos/803669395?filter=highlights&sort=time,,co-op,2021-03-09,3,St0rm,greenStone83,wobeT,,http://www.speedrun.com/wawzombies/run/y2v2lqjz,verified
Call of Duty: World at War Zombies,,Der Riese,5ly09jn4=z19x5wk1; ylqzqmlr=9qj2w8g1,PC,55m 53.000s,https://www.youtube.com/watch?v=XMw_nY1VX_A&t=2155s&ab_channel=TantumGaming,,co-op,2021-03-09,3,St0rm,greenStone83,wobeT,,http://www.speedrun.com/wawzombies/run/y9nj452z,verified
Call of Duty: World at War Zombies,,Der Riese,5ly09jn4=p129o8kl; ylqzqmlr=9qj2w8g1,PC,1h 10m 14.089s,https://www.youtube.com/watch?v=SjB_QUEQSrg&ab_channel=TantumGaming,,co-op,2021-03-09,4,St0rm,greenStone83,wobeT,BazookaJimmy,http://www.speedrun.com/wawzombies/run/zqg8xr9m,verified
